,International number ID,Tropical cyclone number ID,Flag of the last data line,Difference between the time of the last data and the time of the final analysis,Name,Latest Revision
1252,9625,35.0,Dissipation,6,               ERNIE,1997-01-07
1253,9626,38.0,Dissipation,6,                FERN,1997-01-07
1254,9701,2.0,Dissipation,6,                 ISA,1998-01-19
1255,9702,3.0,Dissipation,6,               JIMMY,1998-01-19
1256,9703,4.0,Dissipation,6,               KELLY,1998-01-19
1257,9704,5.0,Going out,0,                LEVI,1998-01-19
1258,9705,6.0,Going out,0,               MARIE,1998-01-19
1259,9706,7.0,Going out,0,              NESTOR,1998-01-19
1260,9707,8.0,Dissipation,6,                OPAL,1998-01-19
1261,9708,9.0,Going out,0,               PETER,1998-01-19
1262,9709,11.0,Dissipation,6,               ROSIE,1998-01-19
1263,9710,12.0,Going out,0,               SCOTT,1998-01-19
1264,9711,13.0,Dissipation,6,                TINA,1998-01-19
1265,9712,14.0,Dissipation,6,              VICTOR,1998-01-19
1266,9713,15.0,Dissipation,6,              WINNIE,1998-01-19
1267,9714,16.0,Going out,0,                YULE,1998-01-19
1268,9715,18.0,Dissipation,6,                ZITA,1998-01-19
1269,9716,19.0,Dissipation,6,               AMBER,1998-01-19
1270,9717,20.0,Dissipation,6,                CASS,1998-01-19
1271,9718,21.0,Going out,0,                BING,1998-01-19
1272,9719,22.0,Going out,0,               OLIWA,2013-11-22
1273,9720,23.0,Going out,0,               DAVID,1998-01-19
1274,9721,25.0,Dissipation,6,               FRITZ,1998-01-19
1275,9722,26.0,Going out,0,              GINGER,1998-01-19
1276,9723,29.0,Dissipation,6,                IVAN,1998-01-19
1277,9724,30.0,Dissipation,6,                JOAN,1998-01-19
1278,9725,31.0,Dissipation,6,               KEITH,1998-01-19
1279,9726,32.0,Going out,0,               LINDA,1998-01-19
1280,9727,33.0,Dissipation,6,                MORT,1998-01-19
1281,9728,34.0,Dissipation,6,                PAKA,2013-11-22
1282,9801,1.0,Dissipation,6,             NICHOLE,1999-01-11
1283,9802,4.0,Dissipation,6,                OTTO,1999-01-11
1284,9803,5.0,Dissipation,6,               PENNY,1999-01-11
1285,9804,6.0,Going out,0,                 REX,1999-01-11
1286,9805,8.0,Going out,0,              STELLA,1999-01-11
1287,9806,10.0,Dissipation,6,                TODD,1999-01-11
1288,9807,11.0,Going out,0,               VICKI,1999-01-11
1289,9808,12.0,Dissipation,6,               WALDO,1999-01-11
1290,9809,13.0,Dissipation,6,               YANNI,1999-01-11
1291,9810,16.0,Dissipation,6,                 ZEB,1999-01-11
1292,9811,17.0,Dissipation,6,                BABS,1999-01-11
1293,9812,18.0,Dissipation,6,                CHIP,1999-01-11
1294,9813,19.0,Dissipation,6,                DAWN,1999-01-11
1295,9814,20.0,Dissipation,6,               ELVIS,1999-01-11
1296,9815,21.0,Dissipation,6,               FAITH,1999-01-11
1297,9816,22.0,Dissipation,6,                 GIL,1999-01-11
1298,9901,3.0,Dissipation,6,                KATE,2005-03-01
1299,9902,4.0,Dissipation,6,                 LEO,2005-03-01
1300,9903,5.0,Dissipation,6,              MAGGIE,2005-03-01
1301,9904,8.0,Dissipation,6,                    ,2005-03-01
1302,9905,10.0,Dissipation,6,                NEIL,2005-03-01
1303,9906,11.0,Dissipation,6,                    ,2005-03-01
1304,9907,12.0,Dissipation,6,                OLGA,2005-03-01
1305,9908,13.0,Dissipation,6,                PAUL,2005-03-01
1306,9909,14.0,Dissipation,6,              RACHEL,2005-03-01
1307,9910,16.0,Dissipation,6,                 SAM,2005-03-01
1308,9911,15.0,Dissipation,6,                DORA,2013-11-22
1309,9912,17.0,Going out,0,               TANYA,2013-11-22
1310,9913,18.0,Dissipation,6,              VIRGIL,2005-03-01
1311,9914,19.0,Dissipation,6,               WENDY,2005-03-01
1312,9915,20.0,Dissipation,6,                YORK,2005-03-01
1313,9916,21.0,Dissipation,6,                 ZIA,2005-03-01
1314,9917,22.0,Dissipation,6,                 ANN,2005-03-01
1315,9918,23.0,Going out,0,                BART,2005-03-01
1316,9919,24.0,Dissipation,6,                 CAM,2005-03-01
1317,9920,25.0,Dissipation,6,                 DAN,2005-03-01
1318,9921,26.0,Dissipation,6,                 EVE,2005-03-01
1319,9922,29.0,Dissipation,6,              GLORIA,2005-03-01
1320,1,1.0,Dissipation,6,              DAMREY,2001-12-21
1321,2,2.0,Going out,0,            LONGWANG,2001-12-21
1322,3,4.0,Dissipation,6,              KIROGI,2001-12-21
1323,4,5.0,Dissipation,6,             KAI-TAK,2001-12-21
1324,5,8.0,Dissipation,6,              TEMBIN,2001-12-21
1325,6,9.0,Dissipation,6,             BOLAVEN,2001-12-21
1326,7,10.0,Dissipation,6,             CHANCHU,2001-12-21
1327,8,11.0,Dissipation,6,             JELAWAT,2001-12-21
1328,9,13.0,Dissipation,6,             EWINIAR,2001-12-21
1329,10,14.0,Dissipation,6,               BILIS,2001-12-21
1330,11,16.0,Dissipation,6,               KAEMI,2001-12-21
1331,12,17.0,Dissipation,6,           PRAPIROON,2001-12-21
1332,13,18.0,Dissipation,6,               MARIA,2001-12-21
1333,14,19.0,Dissipation,6,              SAOMAI,2001-12-21
1334,15,20.0,Dissipation,6,               BOPHA,2001-12-21
1335,16,21.0,Dissipation,6,              WUKONG,2001-12-21
1336,17,22.0,Going out,0,              SONAMU,2001-12-21
1337,18,24.0,Going out,0,            SHANSHAN,2001-12-21
1338,19,27.0,Dissipation,6,                YAGI,2001-12-21
1339,20,28.0,Dissipation,6,            XANGSANE,2001-12-21
1340,21,29.0,Dissipation,6,             BEBINCA,2001-12-21
1341,22,31.0,Dissipation,6,              RUMBIA,2001-12-21
1342,23,34.0,Dissipation,6,              SOULIK,2001-12-21
1343,101,1.0,Dissipation,6,             CIMARON,2002-01-24
1344,102,2.0,Dissipation,6,               CHEBI,2002-01-24
1345,103,3.0,Dissipation,6,              DURIAN,2002-01-24
1346,104,4.0,Dissipation,6,                UTOR,2002-01-24
1347,105,5.0,Dissipation,6,               TRAMI,2002-01-24
1348,106,7.0,Dissipation,6,            KONG-REY,2002-01-24
1349,107,8.0,Dissipation,6,                YUTU,2002-01-24
1350,108,9.0,Dissipation,6,              TORAJI,2002-01-24
1351,109,10.0,Dissipation,6,              MAN-YI,2002-01-24
1352,110,12.0,Dissipation,6,               USAGI,2002-01-24
1353,111,13.0,Dissipation,6,               PABUK,2002-01-24
1354,112,15.0,Going out,0,               WUTIP,2002-01-24
1355,113,16.0,Dissipation,6,               SEPAT,2002-01-24
1356,114,17.0,Dissipation,6,               FITOW,2002-01-24
1357,115,18.0,Dissipation,6,               DANAS,2002-01-24
1358,116,20.0,Dissipation,6,                NARI,2002-01-24
1359,117,23.0,Dissipation,6,                VIPA,2002-01-24
1360,118,24.0,Going out,0,           FRANCISCO,2002-01-24
1361,119,25.0,Dissipation,6,              LEKIMA,2002-01-24
1362,120,26.0,Going out,0,               KROSA,2002-01-24
1363,121,27.0,Dissipation,6,              HAIYAN,2002-01-24
1364,122,28.0,Going out,0,               PODUL,2002-01-24
1365,123,29.0,Dissipation,6,            LINGLING,2002-01-24
1366,124,32.0,Dissipation,6,              KAJIKI,2002-01-24
1367,125,34.0,Dissipation,6,               FAXAI,2002-01-24
1368,126,35.0,Dissipation,6,               VAMEI,2002-01-24
1369,201,1.0,Dissipation,6,               TAPAH,2006-01-18
1370,202,3.0,Dissipation,6,               MITAG,2006-01-18
1371,203,6.0,Dissipation,6,             HAGIBIS,2006-01-18
1372,204,9.0,Dissipation,6,              NOGURI,2006-01-18
1373,205,10.0,Dissipation,6,            RAMMASUN,2006-01-18
1374,206,11.0,Dissipation,6,             CHATAAN,2006-01-18
1375,207,12.0,Going out,0,              HALONG,2006-01-18
1376,208,13.0,Dissipation,6,               NAKRI,2006-01-18
1377,209,14.0,Dissipation,6,            FENGSHEN,2006-01-18
1378,210,17.0,Dissipation,6,            KALMAEGI,2013-11-22
1379,211,16.0,Dissipation,6,           FUNG-WONG,2006-01-18
1380,212,19.0,Dissipation,6,             KAMMURI,2006-01-18
1381,213,21.0,Going out,0,            PHANFONE,2006-01-18
1382,214,22.0,Dissipation,6,            VONGFONG,2006-01-18
1383,215,23.0,Dissipation,6,                RUSA,2006-01-18
1384,216,24.0,Dissipation,6,             SINLAKU,2006-01-18
1385,217,25.0,Going out,0,                 ELE,2006-01-18
1386,218,26.0,Dissipation,6,             HAGUPIT,2006-01-18
1387,219,28.0,Going out,0,             CHANGMI,2006-01-18
1388,220,29.0,Dissipation,6,            MEKKHALA,2006-01-18
1389,221,30.0,Dissipation,6,               HIGOS,2006-01-18
1390,222,31.0,Going out,0,                BAVI,2006-01-18
1391,223,34.0,Going out,0,              MAYSAK,2006-01-18
1392,224,35.0,Going out,0,                HUKO,2006-01-18
1393,225,36.0,Dissipation,6,             HAISHEN,2006-01-18
1394,226,37.0,Dissipation,6,            PONGSONA,2006-01-18
1395,301,1.0,Dissipation,6,              YANYAN,2004-02-17
1396,302,2.0,Dissipation,6,              KUJIRA,2004-02-17
1397,303,4.0,Dissipation,6,            CHAN-HOM,2004-02-17
1398,304,5.0,Dissipation,6,               LINFA,2004-02-17
1399,305,6.0,Dissipation,6,              NANGKA,2004-02-17
1400,306,7.0,Dissipation,6,            SOUDELOR,2004-02-17
1401,307,9.0,Dissipation,6,              IMBUDO,2004-02-17
1402,308,10.0,Dissipation,6,                KONI,2004-02-17
1403,309,11.0,Dissipation,6,             MORAKOT,2004-02-17
1404,310,12.0,Dissipation,6,                ETAU,2004-02-17
1405,311,14.0,Dissipation,6,               VAMCO,2004-02-17
1406,312,16.0,Dissipation,6,             KROVANH,2004-02-17
1407,313,17.0,Dissipation,6,              DUJUAN,2004-02-17
1408,314,20.0,Dissipation,6,               MAEMI,2004-02-17
1409,315,21.0,Going out,0,            CHOI-WAN,2004-02-17
1410,316,22.0,Going out,0,               KOPPU,2004-02-17
1411,317,25.0,Dissipation,6,             KETSANA,2004-02-17
1412,318,26.0,Going out,0,               PARMA,2004-02-17
1413,319,28.0,Dissipation,6,               MELOR,2004-02-17
1414,320,29.0,Dissipation,6,            NEPARTAK,2004-02-17
1415,321,31.0,Dissipation,6,               LUPIT,2004-02-17
1416,401,3.0,Going out,0,               SUDAL,2006-01-18
1417,402,4.0,Dissipation,6,                NIDA,2006-01-18
1418,403,6.0,Dissipation,6,               OMAIS,2006-01-18
1419,404,7.0,Going out,0,              CONSON,2006-01-18
1420,405,8.0,Dissipation,6,             CHANTHU,2006-01-18
1421,406,9.0,Going out,0,              DIANMU,2006-01-18
1422,407,10.0,Dissipation,6,            MINDULLE,2006-01-18
1423,408,11.0,Dissipation,6,            TINGTING,2006-01-18
1424,409,12.0,Dissipation,6,             KOMPASU,2006-01-18
1425,410,13.0,Dissipation,6,            NAMTHEUN,2006-01-18
1426,411,16.0,Dissipation,6,               MALOU,2006-01-18
1427,412,15.0,Going out,0,             MERANTI,2006-01-18
1428,413,18.0,Dissipation,6,             RANANIM,2006-01-18
1429,414,19.0,Going out,0,             MALAKAS,2006-01-18
1430,415,20.0,Dissipation,6,                MEGI,2010-03-26
1431,416,21.0,Dissipation,6,               CHABA,2006-01-18
1432,417,22.0,Dissipation,6,                AERE,2006-01-18
1433,418,24.0,Going out,0,              SONGDA,2006-01-18
1434,419,25.0,Dissipation,6,              SARIKA,2006-01-18
1435,420,27.0,Dissipation,6,               HAIMA,2006-01-18
1436,421,31.0,Dissipation,6,               MEARI,2006-01-18
1437,422,32.0,Dissipation,6,               MA-ON,2010-03-26
1438,423,33.0,Going out,0,              TOKAGE,2006-01-18
1439,424,34.0,Dissipation,6,            NOCK-TEN,2006-01-18
1440,425,35.0,Going out,0,               MUIFA,2006-01-18
1441,426,36.0,Dissipation,6,              MERBOK,2006-01-18
1442,427,37.0,Dissipation,6,            NANMADOL,2006-01-18
1443,428,39.0,Dissipation,6,               TALAS,2006-01-18
1444,429,40.0,Dissipation,6,                NORU,2006-01-18
1445,501,1.0,Dissipation,6,               KULAP,2005-12-19
1446,502,2.0,Dissipation,6,                ROKE,2005-12-19
1447,503,4.0,Dissipation,6,               SONCA,2005-12-19
1448,504,6.0,Dissipation,6,               NESAT,2005-12-19
1449,505,7.0,Dissipation,6,             HAITANG,2005-12-19
1450,506,8.0,Dissipation,6,              NALGAE,2005-12-19
1451,507,9.0,Going out,0,              BANYAN,2005-12-19
1452,508,10.0,Dissipation,6,               WASHI,2005-12-19
1453,509,11.0,Dissipation,6,               MATSA,2005-12-19
1454,510,12.0,Dissipation,6,               SANVU,2005-12-19
1455,511,13.0,Dissipation,6,               MAWAR,2005-12-19
1456,512,14.0,Dissipation,6,              GUCHOL,2005-12-19
1457,513,15.0,Dissipation,6,               TALIM,2005-12-19
1458,514,17.0,Dissipation,6,                NABI,2005-12-19
1459,515,18.0,Dissipation,6,              KHANUN,2005-12-19
1460,516,20.0,Going out,0,             VICENTE,2005-12-19
1461,517,22.0,Going out,0,               SAOLA,2005-12-19
1462,518,21.0,Going out,0,              DAMREY,2005-12-19
1463,519,23.0,Dissipation,6,            LONGWANG,2005-12-19
1464,520,25.0,Dissipation,6,              KIROGI,2005-12-19
1465,521,26.0,Dissipation,6,             KAI-TAK,2005-12-19
1466,522,27.0,Dissipation,6,              TEMBIN,2005-12-19
1467,523,28.0,Dissipation,6,             BOLAVEN,2005-12-19
1468,601,3.0,Dissipation,6,             CHANCHU,2006-08-16
1469,602,4.0,Dissipation,6,             JELAWAT,2006-08-22
1470,603,5.0,Dissipation,6,             EWINIAR,2006-08-22
1471,604,6.0,Dissipation,6,               BILIS,2006-08-23
1472,605,7.0,Dissipation,6,               KAEMI,2010-03-26
1473,606,8.0,Dissipation,6,           PRAPIROON,2006-08-31
1474,607,9.0,Dissipation,6,               MARIA,2006-10-30
1475,608,10.0,Dissipation,6,              SAOMAI,2006-11-14
1476,609,11.0,Dissipation,6,               BOPHA,2006-10-30
1477,610,12.0,Dissipation,6,              WUKONG,2006-11-14
1478,611,13.0,Dissipation,6,              SONAMU,2006-11-14
1479,612,14.0,Going out,0,                IOKE,2006-11-14
1480,613,15.0,Dissipation,6,            SHANSHAN,2021-03-29
1481,614,17.0,Going out,0,                YAGI,2006-11-14
1482,615,19.0,Dissipation,6,            XANGSANE,2006-11-22
1483,616,20.0,Dissipation,6,             BEBINCA,2006-11-22
1484,617,21.0,Dissipation,6,              RUMBIA,2006-11-22
1485,618,22.0,Dissipation,6,              SOULIK,2006-11-22
1486,619,23.0,Dissipation,6,             CIMARON,2006-12-13
1487,620,24.0,Dissipation,6,               CHEBI,2006-12-14
1488,621,25.0,Going out,0,              DURIAN,2007-01-09
1489,622,26.0,Dissipation,6,                UTOR,2007-01-15
1490,623,27.0,Dissipation,6,               TRAMI,2007-01-15
1491,701,1.0,Dissipation,6,            KONG-REY,2007-05-15
1492,702,2.0,Going out,0,                YUTU,2007-06-22
1493,703,3.0,Dissipation,6,              TORAJI,2007-08-02
1494,704,4.0,Going out,0,              MAN-YI,2007-08-24
1495,705,5.0,Dissipation,6,               USAGI,2007-12-07
1496,706,7.0,Dissipation,6,               PABUK,2007-09-21
1497,707,8.0,Dissipation,6,               WUTIP,2007-09-28
1498,708,10.0,Dissipation,6,               SEPAT,2007-10-03
1499,709,13.0,Dissipation,6,               FITOW,2007-12-07
1500,710,14.0,Going out,0,               DANAS,2007-10-17
1501,711,16.0,Dissipation,6,                NARI,2007-10-24
1502,712,17.0,Dissipation,6,               WIPHA,2007-10-24
1503,713,18.0,Dissipation,6,           FRANCISCO,2007-10-25
1504,714,20.0,Dissipation,6,              LEKIMA,2007-11-13
1505,715,21.0,Going out,0,               KROSA,2007-11-28
1506,716,23.0,Dissipation,6,              HAIYAN,2007-11-28
1507,717,22.0,Dissipation,6,               PODUL,2007-11-28
1508,718,24.0,Going out,0,            LINGLING,2007-11-28
1509,719,25.0,Going out,0,              KAJIKI,2007-11-28
1510,720,26.0,Dissipation,6,               FAXAI,2007-11-28
1511,721,27.0,Dissipation,6,              PEIPAH,2007-12-14
1512,722,28.0,Dissipation,6,               TAPAH,2007-12-17
1513,723,30.0,Dissipation,6,               MITAG,2007-12-25
1514,724,29.0,Dissipation,6,             HAGIBIS,2007-12-25
1515,801,3.0,Dissipation,6,             NEOGURI,2008-05-28
1516,802,4.0,Dissipation,6,            RAMMASUN,2008-06-16
1517,803,5.0,Dissipation,6,               MATMO,2008-06-16
1518,804,6.0,Dissipation,6,              HALONG,2008-06-23
1519,805,7.0,Going out,0,               NAKRI,2010-03-26
1520,806,9.0,Dissipation,6,            FENGSHEN,2008-08-04
1521,807,11.0,Dissipation,6,            KALMAEGI,2008-08-27
1522,808,13.0,Dissipation,6,           FUNG-WONG,2008-08-27
1523,809,14.0,Dissipation,6,             KAMMURI,2008-09-26
1524,810,15.0,Dissipation,6,            PHANFONE,2008-09-26
1525,811,16.0,Going out,0,            VONGFONG,2008-09-30
1526,812,17.0,Dissipation,6,                NURI,2008-10-01
1527,813,19.0,Dissipation,6,             SINLAKU,2008-10-27
1528,814,21.0,Dissipation,6,             HAGUPIT,2008-10-27
1529,815,22.0,Dissipation,6,              JANGMI,2008-11-07
1530,816,23.0,Dissipation,6,            MEKKHALA,2008-11-07
1531,817,24.0,Dissipation,6,               HIGOS,2008-11-21
1532,818,26.0,Going out,0,                BAVI,2008-11-21
1533,819,27.0,Dissipation,6,              MAYSAK,2008-12-19
1534,820,28.0,Going out,0,             HAISHEN,2008-12-19
1535,821,29.0,Dissipation,6,                NOUL,2008-12-19
1536,822,30.0,Dissipation,6,             DOLPHIN,2009-01-16
1537,901,1.0,Dissipation,6,              KUJIRA,2009-06-12
1538,902,3.0,Dissipation,6,            CHAN-HOM,2009-06-12
1539,903,4.0,Dissipation,6,               LINFA,2009-08-12
1540,904,5.0,Dissipation,6,              NANGKA,2009-08-12
1541,905,6.0,Dissipation,6,            SOUDELOR,2009-09-02
1542,906,8.0,Dissipation,6,              MOLAVE,2009-09-03
1543,907,9.0,Dissipation,6,                GONI,2009-10-02
1544,908,10.0,Dissipation,6,             MORAKOT,2009-10-02
1545,909,11.0,Going out,0,                ETAU,2009-10-02
1546,910,13.0,Going out,0,               VAMCO,2009-10-08
1547,911,14.0,Dissipation,6,             KROVANH,2009-11-02
1548,912,16.0,Going out,0,              DUJUAN,2009-11-05
1549,913,17.0,Dissipation,6,             MUJIGAE,2009-11-05
1550,914,18.0,Dissipation,6,            CHOI-WAN,2010-03-26
1551,915,19.0,Dissipation,6,               KOPPU,2009-11-13
1552,916,20.0,Dissipation,6,             KETSANA,2009-11-27
1553,917,21.0,Dissipation,6,               PARMA,2009-11-27
1554,918,22.0,Dissipation,6,               MELOR,2010-03-26
1555,919,23.0,Going out,0,            NEPARTAK,2009-12-04
1556,920,24.0,Dissipation,6,               LUPIT,2009-12-08
1557,921,25.0,Dissipation,6,             MIRINAE,2009-12-14
1558,922,28.0,Dissipation,6,                NIDA,2010-03-26
1559,1001,1.0,Dissipation,6,               OMAIS,2010-05-12
1560,1002,2.0,Dissipation,6,              CONSON,2010-09-10
1561,1003,3.0,Dissipation,6,             CHANTHU,2010-09-10
1562,1004,6.0,Dissipation,6,              DIANMU,2010-09-24
1563,1005,7.0,Dissipation,6,            MINDULLE,2010-10-06
1564,1006,9.0,Dissipation,6,            LIONROCK,2010-10-14
1565,1007,10.0,Going out,0,             KOMPASU,2010-10-15
1566,1008,11.0,Dissipation,6,            NAMTHEUN,2010-10-15
1567,1009,12.0,Dissipation,6,               MALOU,2010-11-10
1568,1010,13.0,Dissipation,6,             MERANTI,2010-11-11
1569,1011,14.0,Dissipation,6,              FANAPI,2010-11-11
1570,1012,15.0,Going out,0,             MALAKAS,2010-11-15
1571,1013,17.0,Dissipation,6,                MEGI,2010-12-10
1572,1014,18.0,Dissipation,6,               CHABA,2010-12-14
1573,1101,3.0,Going out,0,                AERE,2011-06-10
1574,1102,4.0,Dissipation,6,              SONGDA,2011-06-24
1575,1103,5.0,Dissipation,6,              SARIKA,2011-07-28
1576,1104,6.0,Dissipation,6,               HAIMA,2011-07-28
1577,1105,7.0,Dissipation,6,               MEARI,2011-07-28
1578,1106,9.0,Dissipation,6,               MA-ON,2011-08-30
1579,1107,10.0,Dissipation,6,              TOKAGE,2011-08-31
1580,1108,11.0,Dissipation,6,            NOCK-TEN,2011-08-31
1581,1109,12.0,Dissipation,6,               MUIFA,2011-09-26
1582,1110,13.0,Dissipation,6,              MERBOK,2011-09-26
1583,1111,17.0,Dissipation,6,            NANMADOL,2011-10-11
1584,1112,18.0,Dissipation,6,               TALAS,2011-10-17
1585,1113,19.0,Going out,0,                NORU,2021-03-29
1586,1114,20.0,Dissipation,6,               KULAP,2011-10-28
1587,1115,21.0,Going out,0,                ROKE,2011-11-01
1588,1116,22.0,Going out,0,               SONCA,2011-11-04
1589,1117,23.0,Dissipation,6,               NESAT,2011-11-07
1590,1118,24.0,Dissipation,6,             HAITANG,2011-11-08
1591,1119,25.0,Dissipation,6,              NALGAE,2011-11-14
1592,1120,26.0,Dissipation,6,              BANYAN,2011-11-21
1593,1121,28.0,Dissipation,6,               WASHI,2012-01-18
1594,1201,2.0,Dissipation,6,              PAKHAR,2012-04-27
1595,1202,4.0,Dissipation,6,               SANVU,2012-06-26
1596,1203,5.0,Dissipation,6,               MAWAR,2012-07-23
1597,1204,6.0,Dissipation,6,              GUCHOL,2012-07-24
1598,1205,7.0,Dissipation,6,               TALIM,2012-07-27
1599,1206,8.0,Dissipation,6,             DOKSURI,2012-07-23
1600,1207,9.0,Dissipation,6,              KHANUN,2012-08-21
1601,1208,10.0,Dissipation,6,             VICENTE,2012-08-28
1602,1209,12.0,Dissipation,6,               SAOLA,2012-08-21
1603,1210,11.0,Dissipation,6,              DAMREY,2012-08-28
1604,1211,13.0,Dissipation,6,              HAIKUI,2012-09-26
1605,1212,15.0,Going out,0,              KIROGI,2012-09-26
1606,1213,16.0,Dissipation,6,             KAI-TAK,2012-09-26
1607,1214,17.0,Dissipation,6,              TEMBIN,2012-09-26
1608,1215,18.0,Going out,0,             BOLAVEN,2012-09-26
1609,1216,19.0,Dissipation,6,               SANBA,2012-10-16
1610,1217,21.0,Going out,0,             JELAWAT,2012-11-13
1611,1218,22.0,Dissipation,6,             EWINIAR,2012-10-24
1612,1219,23.0,Going out,0,             MALIKSI,2012-10-26
1613,1220,24.0,Dissipation,6,               GAEMI,2012-10-31
1614,1221,25.0,Going out,0,           PRAPIROON,2012-11-21
1615,1222,26.0,Dissipation,6,               MARIA,2012-11-19
1616,1223,27.0,Dissipation,6,            SON-TINH,2012-11-27
1617,1224,29.0,Dissipation,6,               BOPHA,2013-01-11
1618,1225,30.0,Dissipation,6,              WUKONG,2013-01-17
1619,1301,1.0,Dissipation,6,              SONAMU,2013-01-25
1620,1302,3.0,Dissipation,6,            SHANSHAN,2013-03-18
1621,1303,4.0,Dissipation,6,                YAGI,2013-07-16
1622,1304,5.0,Dissipation,6,               LEEPI,2013-07-16
1623,1305,6.0,Dissipation,6,             BEBINCA,2013-07-16
1624,1306,7.0,Dissipation,6,              RUMBIA,2013-07-24
1625,1307,8.0,Dissipation,6,              SOULIK,2013-08-02
1626,1308,9.0,Dissipation,6,             CIMARON,2013-08-13
1627,1309,11.0,Dissipation,6,                JEBI,2013-08-20
1628,1310,12.0,Dissipation,6,            MANGKHUT,2013-08-20
1629,1311,13.0,Dissipation,6,                UTOR,2013-09-10
1630,1312,14.0,Dissipation,6,               TRAMI,2013-09-24
1631,1313,16.0,Dissipation,6,                PEWA,2013-09-27
1632,1314,17.0,Dissipation,6,               UNALA,2013-09-27
1633,1315,18.0,Dissipation,6,            KONG-REY,2013-09-27
1634,1316,19.0,Dissipation,6,                YUTU,2013-10-01
1635,1317,20.0,Dissipation,6,              TORAJI,2013-10-01
1636,1318,22.0,Dissipation,6,              MAN-YI,2013-10-15
1637,1319,23.0,Dissipation,6,               USAGI,2013-10-23
1638,1320,25.0,Going out,0,               PABUK,2013-10-23
1639,1321,26.0,Dissipation,6,               WUTIP,2013-10-28
1640,1322,27.0,Dissipation,6,               SEPAT,2013-10-28
1641,1323,28.0,Dissipation,6,               FITOW,2013-11-01
1642,1324,29.0,Dissipation,6,               DANAS,2013-11-18
1643,1325,30.0,Dissipation,6,                NARI,2013-11-18
1644,1326,31.0,Going out,0,               WIPHA,2013-11-18
1645,1327,32.0,Dissipation,6,           FRANCISCO,2013-11-20
1646,1328,34.0,Going out,0,              LEKIMA,2013-11-20
1647,1329,35.0,Dissipation,6,               KROSA,2013-11-20
1648,1330,36.0,Dissipation,6,              HAIYAN,2013-12-18
1649,1331,38.0,Dissipation,6,               PODUL,2013-12-18
1650,1401,2.0,Dissipation,6,            LINGLING,2014-02-17
1651,1402,3.0,Dissipation,6,              KAJIKI,2014-02-17
1652,1403,4.0,Dissipation,6,               FAXAI,2014-03-18
1653,1404,5.0,Dissipation,6,              PEIPAH,2014-05-19
1654,1405,6.0,Dissipation,6,               TAPAH,2014-05-21
1655,1406,7.0,Dissipation,6,               MITAG,2014-06-25
1656,1407,8.0,Going out,0,             HAGIBIS,2014-07-16
1657,1408,9.0,Dissipation,6,             NEOGURI,2014-08-18
1658,1409,10.0,Dissipation,6,            RAMMASUN,2014-08-19
1659,1410,11.0,Dissipation,6,               MATMO,2014-08-19
1660,1411,13.0,Dissipation,6,              HALONG,2014-09-03
1661,1412,12.0,Dissipation,6,               NAKRI,2014-09-17
1662,1413,14.0,Dissipation,6,           GENEVIEVE,2014-09-25
1663,1414,16.0,Dissipation,6,            FENGSHEN,2014-10-17
1664,1415,17.0,Dissipation,6,            KALMAEGI,2014-10-17
1665,1416,18.0,Dissipation,6,           FUNG-WONG,2014-10-27
1666,1417,19.0,Going out,0,             KAMMURI,2014-10-27
1667,1418,20.0,Going out,0,            PHANFONE,2014-11-13
1668,1419,21.0,Going out,0,            VONGFONG,2014-11-21
1669,1420,22.0,Dissipation,6,                NURI,2014-11-26
1670,1421,23.0,Dissipation,6,             SINLAKU,2014-12-19
1671,1422,24.0,Dissipation,6,             HAGUPIT,2015-01-09
1672,1423,25.0,Dissipation,6,              JANGMI,2015-01-19
1673,1501,1.0,Dissipation,6,            MEKKHALA,2015-02-17
1674,1502,2.0,Dissipation,6,               HIGOS,2015-03-04
1675,1503,3.0,Dissipation,6,                BAVI,2015-04-21
1676,1504,4.0,Dissipation,6,              MAYSAK,2015-05-19
1677,1505,5.0,Dissipation,6,             HAISHEN,2015-05-19
1678,1506,6.0,Dissipation,6,                NOUL,2015-07-02
1679,1507,7.0,Going out,0,             DOLPHIN,2015-06-22
1680,1508,8.0,Dissipation,6,              KUJIRA,2015-07-17
1681,1509,9.0,Dissipation,6,            CHAN-HOM,2015-08-19
1682,1510,10.0,Dissipation,6,               LINFA,2015-08-21
1683,1511,11.0,Dissipation,6,              NANGKA,2015-08-14
1684,1512,12.0,Dissipation,6,              HALOLA,2015-08-19
1685,1513,13.0,Dissipation,6,            SOUDELOR,2015-09-25
1686,1514,14.0,Going out,0,              MOLAVE,2015-09-25
1687,1515,15.0,Dissipation,6,                GONI,2015-10-08
1688,1516,16.0,Dissipation,6,              ATSANI,2015-10-08
1689,1517,17.0,Going out,0,                KILO,2015-10-13
1690,1518,18.0,Dissipation,6,                ETAU,2015-10-15
1691,1519,19.0,Dissipation,6,               VAMCO,2015-10-10
1692,1520,20.0,Dissipation,6,             KROVANH,2015-11-01
1693,1521,21.0,Dissipation,6,              DUJUAN,2015-11-12
1694,1522,22.0,Dissipation,6,             MUJIGAE,2015-10-23
1695,1523,23.0,Dissipation,6,            CHOI-WAN,2015-11-12
1696,1524,24.0,Dissipation,6,               KOPPU,2015-11-24
1697,1525,25.0,Going out,0,              CHAMPI,2015-11-24
1698,1526,27.0,Dissipation,6,               IN-FA,2016-01-04
